"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..n"
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.array_multiply","avgt",1,25,"124629,791471","396,336075","us/op",5000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.big_integer_multiply","avgt",1,25,"3850,110657","4,850225","us/op",5000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.fork_join","avgt",1,25,"346,999333","1,519973","us/op",5000
