"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize","Param: readerType"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ReaderBenchmark.read","avgt",1,25,2.214564,0.024132,"us/op",_1_KB,_64_MB,FILE_READER
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ReaderBenchmark.read","avgt",1,25,2.250807,0.038314,"us/op",_1_KB,_64_MB,INPUT_STREAM_READER
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ReaderBenchmark.read","avgt",1,25,2.309694,0.092752,"us/op",_1_KB,_64_MB,BUFFERED_READER
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ReaderBenchmark.read","avgt",1,25,2.813757,0.063488,"us/op",_1_KB,_64_MB,LINE_NUMBER_READER
