"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depth"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.class_non_static_method","avgt",1,25,148.455829,0.026420,"ns/op",256
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.class_static_method","avgt",1,25,148.548623,0.254168,"ns/op",256
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.interface_non_static_method","avgt",1,25,145.693855,10.653608,"ns/op",256
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.interface_static_method","avgt",1,25,143.935422,6.873941,"ns/op",256
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.lambda_non_static","avgt",1,25,1.367627,0.000047,"ns/op",256
"com.ionutbalosin.jvm.performance.benchmarks.compiler.RecursiveMethodCallBenchmark.lambda_static","avgt",1,25,0.759791,0.000031,"ns/op",256
