"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..size"
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.baseline_filter","avgt",1,25,120.289033,0.075447,"us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.baseline_matrix_mul","avgt",1,25,27900.751734,195.111196,"us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.baseline_sum","avgt",1,25,22.378952,0.563687,"us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.vectorized_filter","avgt",1,25,76.776514,2.947963,"us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.vectorized_matrix_mul","avgt",1,25,12021.107473,19.630323,"us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.api.vector.VectorApiBenchmark.vectorized_sum","avgt",1,25,25.822438,0.273678,"us/op",262144
