"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.at_zone_same_instant","avgt",1,25,3.781683,0.035843,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.at_zone_similar_local","avgt",1,25,3.260053,0.021043,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.compare_to","avgt",1,25,2.362154,0.000082,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.get_minute_of_day","avgt",1,25,1.228907,0.000058,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.get_nano_of_day","avgt",1,25,1.658321,0.000056,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_after","avgt",1,25,11.616709,0.028436,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_before","avgt",1,25,11.622690,0.055175,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.is_equal","avgt",1,25,11.647938,0.050856,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.minus_nanos","avgt",1,25,12.098554,0.068868,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now","avgt",1,25,74.344451,0.552299,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_clock","avgt",1,25,51.505924,0.290445,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_zone_id","avgt",1,25,55.773651,0.483483,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.now_zone_offset","avgt",1,25,51.456636,0.368223,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of","avgt",1,25,9.395399,0.104845,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_instant","avgt",1,25,20.361734,0.226475,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_local_date_time","avgt",1,25,9.378817,0.055519,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.of_local_datetime","avgt",1,25,9.447639,0.076586,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.parse","avgt",1,25,990.747175,10.142469,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.plus_nanos","avgt",1,25,12.103682,0.073438,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_epoch_second","avgt",1,25,6.242029,0.000316,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_instant","avgt",1,25,8.399963,0.048566,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_date","avgt",1,25,0.911740,0.000031,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_datetime","avgt",1,25,0.759777,0.000021,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_local_time","avgt",1,25,0.911748,0.000028,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_offset_time","avgt",1,25,3.009828,0.023537,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_string","avgt",1,25,51.138124,2.149648,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.to_zoned_datetime","avgt",1,25,2.981664,0.023445,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.truncated_to_nanos","avgt",1,25,1.215837,0.000046,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.OffsetDateTimeBenchmark.with","avgt",1,25,6.783622,0.063690,"ns/op"
