"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileOutputStreamBenchmark.write","avgt",1,25,3.976128,0.059650,"us/op",_1_KB,_64_MB
