"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.PipedWriterBenchmark.write","avgt",1,25,12.471544,0.314729,"us/op",_1_KB
