"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.doubles","avgt",1,25,15.594383,0.211238,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.ints","avgt",1,25,15.560343,0.135956,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.longs","avgt",1,25,15.676682,0.184196,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,2.794882,0.000112,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,420.062398,0.079384,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_double","avgt",1,25,2.746782,0.000176,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,3.279427,0.002557,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_float","avgt",1,25,2.903437,0.000118,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,3.186604,0.000594,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_int","avgt",1,25,2.757833,0.000104,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_long","avgt",1,25,2.658896,0.000127,"ns/op",1024,"Xoshiro256PlusPlus"
