"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: nullThreshold","Param: size"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.if_not_npe_do_statement","avgt",1,25,"149,766224","0,130849","us/op",0,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.if_not_npe_do_statement","avgt",1,25,"876,602688","3,581319","us/op",16,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.if_npe_continue","avgt",1,25,"148,597787","0,030438","us/op",0,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.if_npe_continue","avgt",1,25,"875,746436","2,704934","us/op",16,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.stream_filter_npe","avgt",1,25,"1714,320571","47,865703","us/op",0,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.stream_filter_npe","avgt",1,25,"2306,958859","20,771553","us/op",16,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.try_npe_catch","avgt",1,25,"149,837793","0,122040","us/op",0,262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.NpeControlFlowBenchmark.try_npe_catch","avgt",1,25,"314786,605837","887,891094","us/op",16,262144
