"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: n"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TailRecursionBenchmark.iterative","avgt",1,25,"37,685121","0,483402","us/op",32768
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TailRecursionBenchmark.tail_recursive","avgt",1,25,"39,745942","0,604346","us/op",32768
