"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: size"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays","avgt",1,25,"28,478261","2,859605","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays_inc_index_access","avgt",1,25,"30,671486","0,159878","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays_modulo_index_access","avgt",1,25,"126,716784","0,026208","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.and_2_arrays","avgt",1,25,"29,385110","2,686787","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ashl_array_elements_by_const","avgt",1,25,"20,672437","0,255999","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ashr_array_elements_by_const","avgt",1,25,"20,726736","0,357605","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.eq_2_arrays","avgt",1,25,"40,656154","0,008059","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ge_2_arrays","avgt",1,25,"40,661093","0,025498","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.gt_2_arrays","avgt",1,25,"40,656837","0,012055","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.if_with_masking_conditional_flow","avgt",1,25,"33,153489","0,080888","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.le_2_arrays","avgt",1,25,"40,658346","0,015623","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.lshr_array_elements_by_const","avgt",1,25,"20,926518","0,528595","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.lt_2_arrays","avgt",1,25,"40,778379","0,397217","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.max_2_arrays","avgt",1,25,"32,424474","0,079266","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.min_2_arrays","avgt",1,25,"29,297217","2,872588","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mod_2_arrays","avgt",1,25,"173,832534","0,029435","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays","avgt",1,25,"29,540380","2,640623","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_backward_iterator","avgt",1,25,"25,460537","0,332800","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_long_stride","avgt",1,25,"25,182096","0,077560","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_of_mixed_types","avgt",1,25,"27,050164","0,502791","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_stride_2","avgt",1,25,"73,097867","0,034957","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_stride_x2","avgt",1,25,"0,044013","0,001984","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_unknown_trip_count","avgt",1,25,"31,155108","2,069114","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ne_2_arrays","avgt",1,25,"40,657143","0,008366","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.non_zero_array_elements","avgt",1,25,"28,121989","0,088462","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.or_2_arrays","avgt",1,25,"32,361096","0,069221","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.sub_2_arrays","avgt",1,25,"31,587017","1,639989","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.sum_2_arrays_mul_pairs","avgt",1,25,"60,971986","0,016264","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VectorizationPatternsMultipleIntArraysBenchmark.xor_2_arrays","avgt",1,25,"26,591835","2,478321","us/op",262144
