"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: quadrant"
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.imagerotate.ImageRotateBenchmark.rotate","avgt",1,1,"227,475417",NaN,"ms/op",1
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.imagerotate.ImageRotateBenchmark.rotate","avgt",1,1,"89,240250",NaN,"ms/op",2
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.imagerotate.ImageRotateBenchmark.rotate","avgt",1,1,"293,181209",NaN,"ms/op",3
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.imagerotate.ImageRotateBenchmark.rotate","avgt",1,1,"89,259584",NaN,"ms/op",4
