"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: algorithm","Param: messageLength"
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"306,512617",NaN,"us/op",Ed25519,64
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"308,446021",NaN,"us/op",Ed25519,512
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"307,538582",NaN,"us/op",Ed25519,2048
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"327,712671",NaN,"us/op",Ed25519,16384
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"1251,883613",NaN,"us/op",Ed448,64
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"1257,477449",NaN,"us/op",Ed448,512
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"1256,469739",NaN,"us/op",Ed448,2048
"com.ionutbalosin.jvm.performance.benchmarks.api.signature.DsaEdSignatureBenchmark.sign","avgt",1,1,"1285,483428",NaN,"us/op",Ed448,16384
