"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileOutputStreamBenchmark.write","avgt",1,15,"1,497501","0,135516","us/op",_1_KB,_64_MB
