"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,3.294181,0.015419,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,3.449261,0.005666,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,3.287953,0.002645,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,3.87766,0.280933,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,355.613162,0.248473,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,3.899809,0.361373,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,4.080848,0.259802,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,3.839738,0.303842,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,4.576132,0.083294,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,3.850816,0.32648,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,3.984364,0.313593,"ns/op",1024,"L64X128StarStarRandom"
