"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.macro.diskio.PipedWriterBenchmark.write","avgt",1,25,7.783440,0.140495,"us/op",_1_KB
