"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.PipedInputStreamBenchmark.read","avgt",1,25,3.903431,0.235492,"us/op",_1_KB
