"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ByteArrayInputStreamBenchmark.read","avgt",1,15,"41,470328","0,037807","ns/op",_1_KB,_64_MB
