"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: strideType"
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.dependent_walk","avgt",1,25,2.532844,0.003115,"ns/op",LINEAR_WALK
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.dependent_walk","avgt",1,25,4.151385,0.003058,"ns/op",RANDOM_PAGE_WALK
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.dependent_walk","avgt",1,25,3.475099,0.001049,"ns/op",RANDOM_HEAP_WALK
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.walk","avgt",1,25,0.799167,0.002052,"ns/op",LINEAR_WALK
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.walk","avgt",1,25,2.324180,0.007253,"ns/op",RANDOM_PAGE_WALK
"com.ionutbalosin.jvm.performance.benchmarks.macro.memoryaccess.MemoryAccessPatternsBenchmark.walk","avgt",1,25,4.301715,0.006316,"ns/op",RANDOM_HEAP_WALK
