"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.macro.diskio.PipedOutputStreamBenchmark.write","avgt",1,25,3.829856,0.086838,"us/op",_1_KB
