"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.CharArrayWriterBenchmark.write","avgt",1,25,3.166318,0.010077,"ms/op",_1_KB,_64_MB
