"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileInputStreamBenchmark.read","avgt",1,15,"0,542071","0,004997","us/op",_1_KB,_64_MB
