"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.compare_to","avgt",1,25,5.940428,0.039514,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.get_nano_of_day","avgt",1,25,1.219561,0.015666,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_after","avgt",1,25,5.853509,0.013799,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_before","avgt",1,25,5.887069,0.025180,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_equal","avgt",1,25,5.856058,0.011112,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.minus_nanos","avgt",1,25,6.263468,0.014369,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now","avgt",1,25,58.738170,0.088094,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_clock","avgt",1,25,41.212519,0.056375,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_id","avgt",1,25,41.800337,0.082385,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_offset","avgt",1,25,41.206747,0.025746,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of","avgt",1,25,4.048292,0.025420,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant","avgt",1,25,10.825310,0.026715,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant_local_datetime","avgt",1,25,4.812945,0.025673,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local","avgt",1,25,4.568001,0.028581,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_date_time","avgt",1,25,4.084009,0.015881,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_datetime","avgt",1,25,4.055313,0.037397,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_strict","avgt",1,25,4.832444,0.028777,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.parse","avgt",1,25,602.160697,22.463801,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.plus_nanos","avgt",1,25,6.173460,0.019394,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_epoch_second","avgt",1,25,2.953060,0.018409,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_instant","avgt",1,25,14.974876,0.474256,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_date","avgt",1,25,0.775509,0.029495,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_datetime","avgt",1,25,0.693618,0.038618,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_time","avgt",1,25,0.764490,0.025148,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_offset_datetime","avgt",1,25,2.013746,0.028913,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_string","avgt",1,25,53.116837,0.518727,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.truncated_to_nanos","avgt",1,25,15.170114,0.837017,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.with","avgt",1,25,2.981642,0.017088,"ns/op"
