"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.if_instanceof_concrete_array","avgt",1,25,0.451773,0.003283,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.if_instanceof_interface_array","avgt",1,25,7.728515,0.127534,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_concrete_array","avgt",1,25,0.452071,0.003755,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_if_concrete_array","avgt",1,25,0.506631,0.000822,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_if_interface_array","avgt",1,25,8.971395,0.133736,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_interface_array","avgt",1,25,7.882507,0.179841,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_when_concrete_array","avgt",1,25,1.136544,0.389100,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeSwitchBenchmark.switch_when_interface_array","avgt",1,25,8.848146,0.030828,"ns/op"
