"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: n"
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.nqueens.NQueensBenchmark.backtracking","avgt",1,25,0.005607,0.000010,"ms/op",16
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.nqueens.NQueensBenchmark.backtracking","avgt",1,25,133.905087,0.207329,"ms/op",64
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.nqueens.NQueensBenchmark.simulated_annealing","avgt",1,25,1.321172,0.004401,"ms/op",16
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.nqueens.NQueensBenchmark.simulated_annealing","avgt",1,25,10.366951,0.016072,"ms/op",64
