"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.author_with_the_most_publications","avgt",1,25,11.096850,0.364766,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.authors_with_no_duplicate_collaborations","avgt",1,25,16.553593,0.169455,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.first_publication_year","avgt",1,25,1.639609,0.009268,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.last_publication_year","avgt",1,25,1.648476,0.017627,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors","avgt",1,25,3366.239256,94.759839,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors_per_year","avgt",1,25,464.752611,6.669223,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_author","avgt",1,25,10.559097,0.455311,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_year","avgt",1,25,3.595612,0.089376,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publication_with_the_most_authors","avgt",1,25,36.624420,1.379207,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_per_author","avgt",1,25,24.198292,0.449826,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_with_the_most_authors_per_year","avgt",1,25,6.336526,0.024920,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_years_statistics","avgt",1,25,2.113632,0.005161,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.year_with_the_most_publications","avgt",1,25,3.374280,0.421926,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.years_with_the_most_publications","avgt",1,25,3.564546,0.020828,"ms/op"
