"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileChannelReadBenchmark.read","avgt",1,1,"0,459323",NaN,"us/op",_1_KB,_64_MB
