"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"1,149075",NaN,"us/op",16384,128,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"1,888813",NaN,"us/op",16384,128,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"1,320586",NaN,"us/op",16384,192,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"2,081512",NaN,"us/op",16384,192,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"1,431447",NaN,"us/op",16384,256,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,1,"2,205171",NaN,"us/op",16384,256,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"10,514303",NaN,"us/op",16384,128,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"9,189246",NaN,"us/op",16384,128,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"12,354882",NaN,"us/op",16384,192,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"12,923055",NaN,"us/op",16384,192,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"12,746596",NaN,"us/op",16384,256,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,1,"14,012363",NaN,"us/op",16384,256,AES/CBC/PKCS5Padding
