"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algorithm","Param: messageLength"
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,948.605495,1.050047,"us/op",SHA256withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,947.828540,1.708835,"us/op",SHA256withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,949.568791,2.514818,"us/op",SHA256withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,956.062541,1.734395,"us/op",SHA256withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2735.920811,2.440441,"us/op",SHA384withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2739.485898,8.708106,"us/op",SHA384withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2739.465075,3.739218,"us/op",SHA384withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,2747.797488,4.266580,"us/op",SHA384withRSA,16384
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6085.890123,4.967319,"us/op",SHA512withRSA,64
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6086.174676,8.983948,"us/op",SHA512withRSA,512
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6086.124287,7.925012,"us/op",SHA512withRSA,2048
"com.ionutbalosin.jvm.performance.benchmarks.macro.signature.RsaSignatureBenchmark.sign","avgt",1,25,6097.311863,7.390843,"us/op",SHA512withRSA,16384
