"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: formatterType"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"252,401890",NaN,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"200,803427",NaN,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"384,616430",NaN,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"519,885305",NaN,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"648,242842",NaN,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"167,946623",NaN,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"354,854679",NaN,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"514,039911",NaN,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse","avgt",1,1,"646,769753",NaN,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"239,736235",NaN,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"208,424526",NaN,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"337,261411",NaN,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"520,619924",NaN,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"620,804737",NaN,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"167,306315",NaN,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"343,671269",NaN,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"518,745956",NaN,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_chronology_query","avgt",1,1,"641,734939",NaN,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"256,031174",NaN,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"209,700466",NaN,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"339,617679",NaN,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"547,294366",NaN,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"646,029421",NaN,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"179,215110",NaN,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"327,393253",NaN,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"523,894870",NaN,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,1,"652,298555",NaN,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"238,012734",NaN,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"208,305570",NaN,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"348,054824",NaN,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"568,957197",NaN,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"638,817631",NaN,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,1,"176,729119",NaN,"ns/op",ISO_ORDINAL_DATE
