"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regexp"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.pattern_find","avgt",1,25,613.782748,47.244135,"us/op","^(.*[aeuio].*){3,}$"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.pattern_matches","avgt",1,25,995.153544,195.537904,"us/op","^(.*[aeuio].*){3,}$"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.string_matches","avgt",1,25,815.164980,5.406036,"us/op","^(.*[aeuio].*){3,}$"
