"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.PipedWriterBenchmark.write","avgt",1,25,10.166896,0.142414,"us/op",_1_KB
