"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.explicit_10_params","avgt",1,25,2.096130,0.001685,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.explicit_2_params","avgt",1,25,2.025448,0.003321,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.explicit_6_params","avgt",1,25,2.036378,0.002147,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_explicit_10_params","avgt",1,25,3.261339,0.002541,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_explicit_2_params","avgt",1,25,2.406824,0.001905,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_explicit_6_params","avgt",1,25,2.716583,0.001101,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_var_args_10_params","avgt",1,25,10.191604,0.027572,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_var_args_2_params","avgt",1,25,4.522456,0.013036,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.no_inline_var_args_6_params","avgt",1,25,7.601301,0.022489,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.var_args_10_params","avgt",1,25,2.095615,0.000651,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.var_args_2_params","avgt",1,25,2.022718,0.003124,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VarArgsBenchmark.var_args_6_params","avgt",1,25,2.026019,0.004663,"ns/op"
