"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FileChannelWriteBenchmark.write","avgt",1,1,"1,149223",NaN,"us/op",_1_KB,_64_MB
