"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..backoffType","Param..loadFactor","Param..lockType","Param..threadType"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,3.909599,0.043639,"ms/op","PARK",384,"OBJECT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,41.774524,0.414651,"ms/op","PARK",384,"OBJECT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,28.183362,0.283182,"ms/op","PARK",384,"REENTRANT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,42.047515,0.144696,"ms/op","PARK",384,"REENTRANT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,3.786385,0.090359,"ms/op","PARK",384,"NO_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.api.thread.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,4.658795,0.04896,"ms/op","PARK",384,"NO_LOCK","PLATFORM"
