"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.macro.diskio.PipedInputStreamBenchmark.read","avgt",1,25,11.060429,0.062324,"us/op",_1_KB
