"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.author_with_the_most_publications","avgt",1,25,45.194979,0.601960,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.authors_with_no_duplicate_collaborations","avgt",1,25,68.592656,1.730407,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.first_publication_year","avgt",1,25,8.736847,1.088424,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.last_publication_year","avgt",1,25,7.918025,1.573985,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors","avgt",1,25,5455.483761,155.925979,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.most_prolific_pair_of_authors_per_year","avgt",1,25,1004.908755,14.954422,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_author","avgt",1,25,45.820977,0.829764,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.number_of_publications_per_year","avgt",1,25,7.243847,0.052534,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publication_with_the_most_authors","avgt",1,25,12.248649,0.129139,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_per_author","avgt",1,25,120.215251,0.722427,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_with_the_most_authors_per_year","avgt",1,25,9.905340,0.099606,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.publications_years_statistics","avgt",1,25,6.610176,0.072548,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.year_with_the_most_publications","avgt",1,25,6.732423,0.245616,"ms/op"
"com.ionutbalosin.jvm.performance.benchmarks.macro.publicationstatistics.PublicationStatisticsBenchmark.years_with_the_most_publications","avgt",1,25,8.226094,0.050661,"ms/op"
