"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,5.116309,0.010585,"us/op",16384,128,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,6.652772,0.013189,"us/op",16384,128,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,5.896328,0.009891,"us/op",16384,192,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,7.441915,0.017868,"us/op",16384,192,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,6.683231,0.005290,"us/op",16384,256,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.decrypt","avgt",1,25,8.204173,0.009019,"us/op",16384,256,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,18.451869,0.006625,"us/op",16384,128,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,20.506336,0.016261,"us/op",16384,128,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,21.602740,0.005888,"us/op",16384,192,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,23.656033,0.014776,"us/op",16384,192,AES/CBC/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,24.579419,0.007958,"us/op",16384,256,AES/CBC/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.AesCbcCryptoBenchmark.encrypt","avgt",1,25,26.666093,0.027578,"us/op",16384,256,AES/CBC/PKCS5Padding
