"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,24.211242,0.037137,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,24.178241,0.023153,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,24.170688,0.020889,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,3.865227,0.000329,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,764.193449,0.020601,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,3.791311,0.007272,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,4.944143,0.001276,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,4.049583,0.000388,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,11.73067,0.021464,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,3.60713,0.000055,"ns/op",1024,"Xoshiro256PlusPlus"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,3.460028,0.000055,"ns/op",1024,"Xoshiro256PlusPlus"
