"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,279.475600,1.765854,"us/op",1024,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,284.027905,0.546040,"us/op",1024,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,1547.588236,1.277018,"us/op",2048,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,1554.902634,2.690994,"us/op",2048,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,4739.458610,13.414714,"us/op",3072,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,4744.833704,8.828889,"us/op",3072,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,10182.466929,18.104517,"us/op",4096,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.decrypt","avgt",1,25,10210.078828,8.640292,"us/op",4096,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,15.677940,0.051018,"us/op",1024,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,17.003864,0.117159,"us/op",1024,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,53.881945,0.206590,"us/op",2048,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,55.635730,0.161401,"us/op",2048,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,105.245385,0.279748,"us/op",3072,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,107.622731,0.283752,"us/op",3072,RSA/ECB/PKCS1Padding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,181.735029,0.433570,"us/op",4096,RSA/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.macro.crypto.RsaEcbCryptoBenchmark.encrypt","avgt",1,25,184.279530,0.214654,"us/op",4096,RSA/ECB/PKCS1Padding
