"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..backoffType","Param..cpuLoadFactor","Param..lockType","Param..threadType"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,37.72754,0.848567,"us/op","PARK",2,"OBJECT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,836.211123,1.073987,"us/op","PARK",2,"OBJECT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,163.811259,2.686539,"us/op","PARK",2,"REENTRANT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,895.011365,0.784216,"us/op","PARK",2,"REENTRANT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,43.646563,0.853081,"us/op","PARK",2,"NO_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,447.299124,1.565997,"us/op","PARK",2,"NO_LOCK","PLATFORM"
