"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize","Param: streamType"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FilterOutputStreamBenchmark.write","avgt",1,25,5.632154,0.066733,"us/op",_1_KB,_64_MB,BUFFERED_OUT_STREAM
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.FilterOutputStreamBenchmark.write","avgt",1,25,5.573593,0.042303,"us/op",_1_KB,_64_MB,DATA_OUT_STREAM
