"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,11.356708,0.022211,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,10.742582,0.019188,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.longs","avgt",1,25,11.347972,0.014994,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,8.002739,0.007951,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,1322.786203,0.210677,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_double","avgt",1,25,7.934806,0.014165,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,11.187549,0.024918,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_float","avgt",1,25,8.279631,0.001341,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,14.931605,0.710415,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_int","avgt",1,25,7.8197,0.011265,"ns/op",1024,"L128X128MixRandom"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.next_long","avgt",1,25,7.580467,0.009026,"ns/op",1024,"L128X128MixRandom"
