"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.doubles","avgt",1,25,11.349688,0.015329,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.ints","avgt",1,25,10.732393,0.014652,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.longs","avgt",1,25,11.342549,0.022693,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,158.166952,6.702993,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,25307.573242,158.421612,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_double","avgt",1,25,466.982814,5.075345,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,484.816761,4.422857,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_float","avgt",1,25,216.088711,3.870136,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,631.898978,10.484307,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_int","avgt",1,25,233.56495,2.551801,"ns/op",1024,"SecureRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_long","avgt",1,25,469.306042,6.032149,"ns/op",1024,"SecureRandom"
