"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..backoffType","Param..cpuLoadFactor","Param..lockType","Param..threadType"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,36.672291,0.417432,"us/op","SLEEP",2,"OBJECT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,893.92202,0.798013,"us/op","SLEEP",2,"OBJECT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,117.147454,1.839062,"us/op","SLEEP",2,"REENTRANT_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,904.049074,0.923674,"us/op","SLEEP",2,"REENTRANT_LOCK","PLATFORM"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,38.373673,0.448487,"us/op","SLEEP",2,"NO_LOCK","VIRTUAL"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.VPThreadSynchronizationBenchmark.synchronized_calls","avgt",1,25,464.539577,1.175948,"us/op","SLEEP",2,"NO_LOCK","PLATFORM"
