"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..n"
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.factorial.FactorialBenchmark.array_multiply","avgt",1,25,"3750,442770","0,796215","us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.factorial.FactorialBenchmark.big_integer_multiply","avgt",1,25,"174,974437","2,093558","us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.miscellaneous.factorial.FactorialBenchmark.fork_join","avgt",1,25,"175,092912","0,210549","us/op",1000
