"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: size"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays","avgt",1,25,"138,203903","0,060826","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays_inc_index_access","avgt",1,25,"139,300797","0,258531","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.add_2_arrays_modulo_index_access","avgt",1,25,"267,820327","0,067714","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.and_2_arrays","avgt",1,25,"138,177257","0,036311","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ashl_array_elements_by_const","avgt",1,25,"106,045856","0,036025","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ashr_array_elements_by_const","avgt",1,25,"106,044088","0,042432","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.eq_2_arrays","avgt",1,25,"140,788515","0,038073","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ge_2_arrays","avgt",1,25,"140,794926","0,035829","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.gt_2_arrays","avgt",1,25,"140,808151","0,035855","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.if_with_masking_conditional_flow","avgt",1,25,"188,497980","0,025188","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.le_2_arrays","avgt",1,25,"141,363634","1,312271","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.lshr_array_elements_by_const","avgt",1,25,"105,992237","0,033485","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.lt_2_arrays","avgt",1,25,"140,796486","0,044661","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.max_2_arrays","avgt",1,25,"157,951114","0,082870","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.min_2_arrays","avgt",1,25,"157,973949","0,034604","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mod_2_arrays","avgt",1,25,"212,415126","0,028674","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays","avgt",1,25,"145,633017","0,956980","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_backward_iterator","avgt",1,25,"144,354756","0,049897","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_long_stride","avgt",1,25,"248,990808","0,487613","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_of_mixed_types","avgt",1,25,"142,449104","0,050996","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_stride_2","avgt",1,25,"74,109203","0,016685","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_stride_x2","avgt",1,25,"0,045252","0,002567","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.mul_2_arrays_unknown_trip_count","avgt",1,25,"143,624353","0,024711","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.ne_2_arrays","avgt",1,25,"140,871776","0,113875","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.non_zero_array_elements","avgt",1,25,"176,608030","0,804399","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.or_2_arrays","avgt",1,25,"140,674639","0,166584","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.sub_2_arrays","avgt",1,25,"138,925439","0,026467","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.sum_2_arrays_mul_pairs","avgt",1,25,"130,039085","0,199462","us/op",262144
"com.ionutbalosin.jvm.performance.benchmarks.compiler.VectorizationPatternsMultipleIntArraysBenchmark.xor_2_arrays","avgt",1,25,"138,362276","0,265512","us/op",262144
