"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: regexp"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.pattern_find","avgt",1,25,"630,440099","37,692245","us/op","^(.*[aeuio].*){3,}$"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.pattern_matches","avgt",1,25,"757,966712","54,323668","us/op","^(.*[aeuio].*){3,}$"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringPatternMatcherBenchmark.string_matches","avgt",1,25,"831,571540","4,097420","us/op","^(.*[aeuio].*){3,}$"
