"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: supertypes"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"9,281376","0,021837","ns/op",16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"17,739520","0,014462","ns/op",32
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"37,748427","0,179593","ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"85,863154","0,074081","ns/op",128
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,"180,887464","0,054722","ns/op",256
