"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.classloader.URLClassLoaderBenchmark.load_classes","avgt",1,25,122.693362,3.955033,"ms/op"
