"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.decrypt","avgt",1,25,3.904586,0.053556,"us/op",16384,128,AES/CTR/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.decrypt","avgt",1,25,4.006212,0.030448,"us/op",16384,192,AES/CTR/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.decrypt","avgt",1,25,4.238241,0.032794,"us/op",16384,256,AES/CTR/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.encrypt","avgt",1,25,3.874112,0.045916,"us/op",16384,128,AES/CTR/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.encrypt","avgt",1,25,3.999083,0.033163,"us/op",16384,192,AES/CTR/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesCtrCryptoBenchmark.encrypt","avgt",1,25,4.215546,0.034360,"us/op",16384,256,AES/CTR/NoPadding
