"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.read","avgt",1,25,0.792278,0.006500,"us/op",_1_KB,_64_MB
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.write","avgt",1,25,0.822648,0.004044,"us/op",_1_KB,_64_MB
