"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.PipedInputStreamBenchmark.read","avgt",1,25,8.061585,0.051275,"us/op",_1_KB
