"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ObjectInputStreamBenchmark.read","avgt",1,25,0.603567,0.002760,"us/op"
