"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,2.054661,0.021909,"us/op",16384,128,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,3.635965,0.061334,"us/op",16384,128,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,2.168013,0.023348,"us/op",16384,192,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,3.811879,0.043870,"us/op",16384,192,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,2.309393,0.020027,"us/op",16384,256,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,3.959743,0.031930,"us/op",16384,256,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,2.059692,0.023084,"us/op",16384,128,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,3.971734,0.061339,"us/op",16384,128,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,2.170348,0.018859,"us/op",16384,192,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,4.034441,0.045017,"us/op",16384,192,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,2.296984,0.021884,"us/op",16384,256,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,4.217098,0.050271,"us/op",16384,256,AES/ECB/PKCS5Padding
