"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.at_offset","avgt",1,25,2.493096,0.013845,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.at_zone","avgt",1,25,3.161406,0.028028,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.compare_to","avgt",1,25,1.369510,0.000052,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.get_nano_of_day","avgt",1,25,1.418874,0.000049,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.is_after","avgt",1,25,1.369126,0.000059,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.is_before","avgt",1,25,1.369125,0.000043,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.is_equal","avgt",1,25,1.367899,0.000055,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.minus_nanos","avgt",1,25,9.933428,0.080325,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.now","avgt",1,25,70.607159,1.266047,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.now_clock","avgt",1,25,46.495685,0.504717,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.now_zone_id","avgt",1,25,50.564358,0.347223,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.now_zone_offset","avgt",1,25,46.477162,0.298298,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.of","avgt",1,25,7.259170,0.056192,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.of_epoch_second","avgt",1,25,14.975283,0.073479,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.of_instant","avgt",1,25,15.125471,0.098054,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.of_local_date_time","avgt",1,25,7.288816,0.042030,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.parse","avgt",1,25,717.477175,11.884709,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.plus_nanos","avgt",1,25,9.437188,0.064624,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.to_local_date","avgt",1,25,0.759789,0.000029,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.to_local_time","avgt",1,25,0.759774,0.000025,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.to_string","avgt",1,25,29.738785,0.238331,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.truncated_to_nanos","avgt",1,25,0.759762,0.000031,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.LocalDateTimeBenchmark.with","avgt",1,25,4.907136,0.036548,"ns/op"
