"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: formatterType","Param: temporalType"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,69.763825,0.695916,"ns/op",BASIC_ISO_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,69.698236,0.744297,"ns/op",BASIC_ISO_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,73.618624,1.305802,"ns/op",ISO_OFFSET_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,74.782857,1.281844,"ns/op",ISO_OFFSET_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,108.196583,2.425529,"ns/op",ISO_OFFSET_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,105.551439,1.213371,"ns/op",ISO_OFFSET_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,190.043498,3.756576,"ns/op",ISO_OFFSET_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,191.518729,3.243077,"ns/op",ISO_OFFSET_DATE_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,225.405131,3.570539,"ns/op",ISO_ZONED_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,225.740929,3.351135,"ns/op",ISO_ZONED_DATE_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,64.326319,0.771300,"ns/op",ISO_ORDINAL_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,62.227309,1.494787,"ns/op",ISO_ORDINAL_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,101.554148,5.209056,"ns/op",ISO_WEEK_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,98.464294,3.749215,"ns/op",ISO_WEEK_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,77.438149,1.169636,"ns/op",ISO_INSTANT,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,77.715357,1.778681,"ns/op",ISO_INSTANT,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,188.241305,3.966572,"ns/op",RFC_1123_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format","avgt",1,25,184.651084,5.037304,"ns/op",RFC_1123_DATE_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,59.460345,0.809516,"ns/op",BASIC_ISO_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,57.792255,1.184996,"ns/op",BASIC_ISO_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,60.311749,0.815521,"ns/op",ISO_OFFSET_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,60.999710,0.902274,"ns/op",ISO_OFFSET_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,97.347301,2.182322,"ns/op",ISO_OFFSET_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,97.744262,2.598760,"ns/op",ISO_OFFSET_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,163.740237,4.753224,"ns/op",ISO_OFFSET_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,161.042161,1.324737,"ns/op",ISO_OFFSET_DATE_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,201.199880,4.585125,"ns/op",ISO_ZONED_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,208.049571,2.476874,"ns/op",ISO_ZONED_DATE_TIME,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,53.979063,1.910878,"ns/op",ISO_ORDINAL_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,52.831810,1.639173,"ns/op",ISO_ORDINAL_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,84.239325,5.991742,"ns/op",ISO_WEEK_DATE,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,89.507771,1.038174,"ns/op",ISO_WEEK_DATE,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,74.394657,0.552244,"ns/op",ISO_INSTANT,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,74.328668,0.574148,"ns/op",ISO_INSTANT,OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,169.786036,5.033974,"ns/op",RFC_1123_DATE_TIME,ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterFormatBenchmark.format_to","avgt",1,25,171.552983,2.960298,"ns/op",RFC_1123_DATE_TIME,OFFSET_DATE_TIME
