"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: supertypes"
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,0.868199,0.000015,"ns/op",16
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,0.868202,0.000015,"ns/op",32
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,0.868201,0.000076,"ns/op",64
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,0.868175,0.000006,"ns/op",128
"com.ionutbalosin.jvm.performance.benchmarks.compiler.TypeCheckSlowPathBenchmark.instanceof_type_check","avgt",1,25,0.868166,0.000005,"ns/op",256
