"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.compare_to","avgt",1,25,17.166930,0.056383,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.get_nano_of_day","avgt",1,25,2.380808,0.000512,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_after","avgt",1,25,16.976386,0.039976,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_before","avgt",1,25,17.224586,0.069367,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.is_equal","avgt",1,25,17.061236,0.085916,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.minus_nanos","avgt",1,25,20.061605,0.009910,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now","avgt",1,25,119.731984,0.039823,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_clock","avgt",1,25,92.036514,0.067599,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_id","avgt",1,25,98.601994,0.735050,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.now_zone_offset","avgt",1,25,92.012961,0.139760,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of","avgt",1,25,10.644944,0.017134,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant","avgt",1,25,29.282396,0.022893,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_instant_local_datetime","avgt",1,25,11.412552,0.015602,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local","avgt",1,25,11.626432,0.014315,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_date_time","avgt",1,25,10.624228,0.023884,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_local_datetime","avgt",1,25,10.642392,0.008117,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.of_strict","avgt",1,25,11.422296,0.010590,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.parse","avgt",1,25,2514.654895,39.667178,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.plus_nanos","avgt",1,25,20.042465,0.011293,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_epoch_second","avgt",1,25,8.562907,0.000091,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_instant","avgt",1,25,12.859387,0.037210,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_date","avgt",1,25,1.157437,0.000095,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_datetime","avgt",1,25,0.988336,0.026272,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_local_time","avgt",1,25,1.157440,0.000095,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_offset_datetime","avgt",1,25,3.074884,0.001394,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.to_string","avgt",1,25,142.148084,1.872522,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.truncated_to_nanos","avgt",1,25,3.342089,0.003082,"ns/op"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.ZonedDateTimeBenchmark.with","avgt",1,25,7.516798,0.027726,"ns/op"
