"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: dataSize","Param: keySize","Param: transformation"
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,12.862563,0.721808,"us/op",16384,128,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,15.075754,0.176333,"us/op",16384,128,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,14.220225,0.209171,"us/op",16384,192,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,16.258514,0.261413,"us/op",16384,192,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,14.304436,0.448791,"us/op",16384,256,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.decrypt","avgt",1,25,16.425254,0.317264,"us/op",16384,256,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,13.242607,0.291509,"us/op",16384,128,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,15.167420,0.483205,"us/op",16384,128,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,13.008930,0.227873,"us/op",16384,192,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,15.334393,0.554063,"us/op",16384,192,AES/ECB/PKCS5Padding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,13.555643,0.421961,"us/op",16384,256,AES/ECB/NoPadding
"com.ionutbalosin.jvm.performance.benchmarks.api.crypto.AesEcbCryptoBenchmark.encrypt","avgt",1,25,15.567861,0.203872,"us/op",16384,256,AES/ECB/PKCS5Padding
