"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..bytesSize","Param..generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.587094,0.022508,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.429727,0.029611,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.longs","avgt",1,25,9.568539,0.018081,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_boolean","avgt",1,25,4.085151,0.000503,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_bytes","avgt",1,25,355.895743,0.008413,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_double","avgt",1,25,4.081815,0.00063,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_exponential","avgt",1,25,4.858024,0.000628,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_float","avgt",1,25,4.200914,0.060183,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_gaussian","avgt",1,25,5.245311,0.134804,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_int","avgt",1,25,3.870389,0.00117,"ns/op",1024,"L64X128StarStarRandom"
"com.ionutbalosin.jvm.performance.benchmarks.api.random.RandomGeneratorBenchmark.next_long","avgt",1,25,3.783547,0.021015,"ns/op",1024,"L64X128StarStarRandom"
