"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bytesSize","Param: generatorName"
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.569549,0.018639,"ns/op",1024,L128X1024MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.562990,0.018640,"ns/op",1024,L128X128MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.577499,0.013792,"ns/op",1024,L128X256MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.585263,0.024570,"ns/op",1024,L32X64MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.578235,0.021551,"ns/op",1024,L64X1024MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.570997,0.021141,"ns/op",1024,L64X128MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.587094,0.022508,"ns/op",1024,L64X128StarStarRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.562489,0.019729,"ns/op",1024,L64X256MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.565243,0.020565,"ns/op",1024,Random
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.569340,0.018321,"ns/op",1024,SecureRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,9.559241,0.021554,"ns/op",1024,SplittableRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,16.888213,0.045445,"ns/op",1024,Xoroshiro128PlusPlus
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.doubles","avgt",1,25,16.912570,0.043886,"ns/op",1024,Xoshiro256PlusPlus
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.436836,0.026699,"ns/op",1024,L128X1024MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.426892,0.019837,"ns/op",1024,L128X128MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.437953,0.018328,"ns/op",1024,L128X256MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.444592,0.020387,"ns/op",1024,L32X64MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.429744,0.026677,"ns/op",1024,L64X1024MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.453839,0.040624,"ns/op",1024,L64X128MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.429727,0.029611,"ns/op",1024,L64X128StarStarRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.433663,0.022920,"ns/op",1024,L64X256MixRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.451839,0.048627,"ns/op",1024,Random
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.445439,0.025222,"ns/op",1024,SecureRandom
"com.ionutbalosin.jvm.performance.benchmarks.macro.random.RandomGeneratorBenchmark.ints","avgt",1,25,9.434958,0.021838,"ns/op",1024,SplittableRandom
