"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: n"
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.divide_and_conquer_big_integer_multiply","avgt",1,25,171.417122,0.292268,"us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.divide_and_conquer_big_integer_multiply","avgt",1,25,656.426934,1.318711,"us/op",5000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.iterative_array_multiply","avgt",1,25,3949.088255,0.149619,"us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.iterative_array_multiply","avgt",1,25,128196.234901,21.748285,"us/op",5000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.iterative_big_integer_multiply","avgt",1,25,171.165084,0.246921,"us/op",1000
"com.ionutbalosin.jvm.performance.benchmarks.macro.factorial.FactorialBenchmark.iterative_big_integer_multiply","avgt",1,25,5404.267920,10.598528,"us/op",5000
