"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.read","avgt",1,25,2.707876,0.007093,"us/op",_1_KB,_64_MB
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.RandomAccessFileBenchmark.write","avgt",1,25,4.760277,0.011029,"us/op",_1_KB,_64_MB
